Ultium EMG-BICEPS BR. RT,Ultium EMG-LAT. TRICEPS RT,Ultium EMG-MED. TRICEPS RT,Ultium EMG-BRACHIORAD. RT,Ultium EMG-FLEX.CARP.R RT,Ultium EMG-POST.DELTOID RT,Ultium EMG-MID DELT. RT,Ultium EMG-ANT.DELTOID RT,Ultium EMG-Ultium EMG.Sync
4.251369,-13.208009,-6.083298,35.650550,-4.269061,6.694297,2.129802,-1.840318,0.000000
5.777341,-15.954758,-6.388492,32.598606,-1.827506,7.304686,3.045386,-1.840318,0.000000
9.134479,-11.682037,-5.167715,28.020690,-0.301534,9.746241,5.181747,-0.314346,0.000000
12.796812,-8.324898,-4.557326,34.429773,0.003661,12.798185,5.792135,1.516821,0.000000
14.627979,-4.357371,-4.252131,43.280411,0.919244,13.103379,4.266163,1.211626,0.000000
14.017590,1.746517,-5.167715,39.923272,2.445216,10.661824,2.129802,-1.840318,0.000000
11.270840,5.714045,-6.083298,28.325885,0.919244,6.694297,1.214219,-3.976679,0.000000
7.608507,3.272489,-5.167715,27.410301,-4.269061,2.421575,0.603830,-1.535123,0.000000
4.556563,-1.915816,-2.115771,38.092106,-10.678144,-0.935563,-0.616947,2.432404,0.000000
2.115008,-3.746982,-1.505382,41.144050,-11.593727,-4.597896,-2.142919,2.432404,0.000000
-0.021353,-1.610621,-4.252131,27.105107,-6.710616,-10.091396,-3.058502,-1.229929,0.000000
-1.242131,-0.084649,-5.778103,11.845387,-0.606728,-15.279701,-3.058502,-2.755901,0.000000
-1.547325,1.136129,-2.420965,9.098637,1.834827,-14.669312,-2.448114,0.601238,0.000000
-0.021353,7.545211,2.156951,9.098637,2.750410,-7.039452,-1.532530,4.873959,0.000000
1.504619,17.311432,2.156951,-0.057195,5.191965,1.811186,-0.006558,3.958376,0.000000
2.420202,20.363376,-1.200187,-12.875360,9.769882,5.778714,1.824608,-0.619540,0.000000
2.420202,9.986766,-4.252131,-18.063665,13.127020,4.252741,2.434997,-2.755901,0.000000
0.589036,-2.831399,-4.862520,-20.200026,12.211437,2.421575,2.129802,-0.924734,0.000000
-1.547325,-4.662565,-5.167715,-29.355858,7.023132,1.811186,1.519414,0.296043,0.000000
-2.768103,4.798461,-4.252131,-39.732468,0.919244,1.505992,0.298636,-1.229929,0.000000
-0.936936,9.376378,-0.894993,-39.427274,-2.437895,-0.019980,-0.616947,-3.671484,0.000000
0.894230,-1.915816,3.072534,-31.492219,-2.743089,-1.545952,-1.532530,-2.755901,0.000000
-0.021353,-17.785925,4.598506,-28.745470,-0.911923,-3.377119,-1.837725,-0.314346,0.000000
-3.073297,-15.649564,6.124478,-34.544163,0.308855,-5.513480,-1.227336,-0.619540,0.000000
-4.294075,8.460794,11.617978,-38.511691,0.003661,-5.208285,-0.922142,-3.061095,0.000000
-1.547325,34.097125,18.027060,-37.290913,-0.301534,-2.461536,-1.227336,-3.671484,0.000000
0.894230,37.149069,17.416672,-35.764941,-0.606728,-0.019980,-2.142919,-1.229929,0.000000
-0.021353,13.038710,8.566034,-35.764941,-0.911923,0.590409,-3.058502,1.211626,0.000000
-3.683686,-18.396314,-1.505382,-31.187025,-1.522312,1.811186,-2.753308,2.127210,0.000000
-6.125241,-34.571617,-6.083298,-21.420804,-2.132700,5.473519,-1.837725,1.822015,0.000000
-7.040824,-28.162535,-5.778103,-12.570166,-2.743089,10.356630,-1.227336,1.211626,0.000000
-7.651213,-10.461259,-4.557326,-9.213028,-3.353478,11.577407,-1.227336,-0.009151,0.000000
-7.651213,4.188073,-3.336548,-7.992250,-4.574256,8.525463,-0.922142,-1.840318,0.000000
-5.514852,10.902350,-0.589798,-4.940306,-4.574256,4.557936,-0.311753,-2.450707,0.000000
-3.073297,13.343905,2.462146,-0.057195,-3.353478,1.505992,-0.006558,-0.314346,0.000000
-1.852519,13.954294,4.293312,4.520721,-2.132700,-1.851147,-0.006558,1.211626,0.000000
-2.157714,11.512738,2.156951,9.403831,-1.522312,-7.039452,0.603830,1.822015,0.000000
-2.157714,6.934822,-2.115771,14.592136,-0.301534,-12.532951,1.519414,1.822015,0.000000
-0.631742,3.272489,-6.083298,22.221996,1.529633,-17.110867,1.214219,3.042793,0.000000
0.589036,3.272489,-7.304075,31.988217,3.055605,-20.468006,-0.311753,4.263570,0.000000
1.809814,3.882878,-5.167715,37.786911,2.750410,-20.162811,-1.532530,3.347987,0.000000
2.725397,2.051712,-1.810576,34.429773,1.529633,-13.753729,-1.227336,1.211626,0.000000
3.030591,0.220545,0.325785,28.020690,1.834827,-3.377119,-0.311753,-0.314346,0.000000
2.115008,0.220545,0.325785,31.072634,2.445216,4.863130,-0.006558,-0.924734,0.000000
0.283841,2.356906,-1.200187,43.585605,0.614049,7.915074,-0.006558,-1.229929,0.000000
-1.547325,3.577684,-3.031354,49.994688,-2.743089,8.220269,0.909025,-1.535123,0.000000
-2.462908,2.356906,-3.641743,42.059633,-4.574256,10.356630,1.824608,-1.840318,0.000000
