Ultium EMG-BICEPS BR. RT,Ultium EMG-LAT. TRICEPS RT,Ultium EMG-MED. TRICEPS RT,Ultium EMG-BRACHIORAD. RT,Ultium EMG-FLEX.CARP.R RT,Ultium EMG-POST.DELTOID RT,Ultium EMG-MID DELT. RT,Ultium EMG-ANT.DELTOID RT,Ultium EMG-Ultium EMG.Sync
8.796645,6.094279,-6.104193,-10.997828,-15.048021,-0.292383,0.935716,29.929947,0.000000
18.257672,6.094279,-5.493804,-6.725106,-11.385688,3.675145,2.766882,26.878003,0.000000
37.179725,5.178696,-3.662638,-3.367967,-11.690883,8.253061,2.461688,27.488392,0.000000
80.517331,2.431946,-1.221083,-0.010829,-4.976606,11.305005,1.240910,31.761114,0.000000
136.367908,-0.925192,1.525667,3.651504,10.588309,13.441366,0.020133,27.183198,0.000000
166.276960,-4.892719,4.272417,6.398254,26.153224,13.746560,-2.726617,12.228672,0.000000
144.913351,-6.723886,6.103583,9.145003,32.257112,11.610199,-6.694144,2.157256,0.000000
90.283552,-6.113497,5.493194,12.196947,32.867501,7.947866,-9.135699,10.092311,0.000000
41.452447,-4.282331,3.356833,14.028114,39.276583,4.285533,-9.135699,27.488392,0.000000
10.627812,-3.366747,1.525667,13.417725,52.094748,0.012812,-8.220116,37.254613,0.000000
-18.060462,-3.977136,1.220473,13.417725,59.419414,-6.091076,-8.525311,34.202669,0.000000
-54.073403,-3.671942,1.830861,16.469669,50.568776,-11.584576,-9.135699,25.046837,0.000000
-77.268178,-2.756358,2.441250,18.606030,32.562306,-12.805353,-7.304533,15.585810,0.000000
-65.670790,-2.756358,3.051639,16.774863,24.016863,-10.363798,-3.337006,6.735172,0.000000
-28.437072,-4.282331,4.882805,13.112531,33.172695,-9.448215,-0.590256,-1.505077,0.000000
-0.053992,-6.113497,7.629555,11.891753,47.822027,-10.668993,-1.200645,-9.745326,0.000000
-1.579964,-7.944663,8.850333,11.891753,50.568776,-8.837826,-3.031811,-19.816741,0.000000
-22.333184,-10.081024,6.713972,8.839809,39.581778,-2.123549,-3.031811,-30.498545,0.000000
-33.930572,-11.301802,3.356833,4.261893,25.542835,4.590728,-1.200645,-35.686850,0.000000
-19.586435,-9.775830,1.220473,3.956698,14.250642,5.811506,1.240910,-32.329712,0.000000
11.238201,-4.892719,1.525667,7.313837,1.127282,3.064756,2.766882,-25.920629,0.000000
34.127781,-0.925192,2.441250,8.229420,-15.963605,2.149173,2.766882,-23.479074,0.000000
32.601809,-0.314803,2.441250,5.177476,-31.528519,4.895922,1.851299,-23.784268,0.000000
9.712229,-1.840775,0.304889,1.820337,-38.547991,7.337478,0.935716,-23.173880,0.000000
-15.008518,-3.061553,-5.188610,0.904754,-39.463574,8.558255,0.325327,-21.647908,0.000000
-27.521489,-1.840775,-13.123665,-0.010829,-41.294740,9.779033,1.546105,-20.121936,0.000000
